character	initial	final	tone	roman	ascii	pretty	no-emc-data
啦	ql	a	1	qlaˊ	qla1	qlá	!
啦	ql	a	2	qlaˉ	qla2	qla	!
啦	l	a	0	laˋ	la0	là	!
啨	q	ig	0	qigˋ	qig0	qìg	!
啩	kv	a	2	kvaˉ	kva2	kva	!
啪	px	ag	3	pxagˈ	pxag3	pxak	!
啫	ṭ	e	0	ṭeˋ	tje0	ṭè	!
啫	ṭ	eg	3	ṭegˈ	tjeg3	ṭek	!
啫	ṭ	ơ	0	ṭơˋ	tjeo0	ṭờ	!
啱	qg	am	0	qgamˋ	qgam0	qgàm	!
啱	qg	rm	0	qgrmˋ	qgrm0	qgr̀m	!
啲	t	i	0	tiˋ	ti0	tì	!
啲	t	in	3	tinˈ	tin3	tit	!
啲	dh	i	0	dhiˋ	dhi0	dhì	!
啲	d	i	0	diˋ	di0	dì	!
啳	c	yn	0	cynˋ	cyn0	cỳn	!
啵	p	o	2	poˉ	po2	po	!
啵	p	o	0	poˋ	po0	pò	!
啶	d	ig	2	digˉ	dig2	dig	!
啷	ql	og	0	qlogˋ	qlog0	qlòg	!
啹	k	ơ	0	kơˋ	keo0	kờ	!
啹	kx	ơ	0	kxơˋ	kxeo0	kxờ	!
啺	d	og	0	dogˋ	dog0	dòg	
啻	ṭx	i	2	ṭxiˉ	txji2	ṭxi	
啼	d	rj	0	drjˋ	drj0	dr̀j	
啽		rm	0	rmˋ	rm0	r̀m	!
啽	qg	rm	3	qgrmˈ	qgrm3	qgrp	!
啾	ŧ	rv	0	ŧrvˋ	tsrv0	ŧr̀v	
啿	d	am	2	damˉ	dam2	dam	!
喀	kx	ag	3	kxagˈ	kxag3	kxak	
喀	x	ag	3	xagˈ	xag3	xak	
喀	kx	a	2	kxaˉ	kxa2	kxa	
喀	kx	a	0	kxaˋ	kxa0	kxà	
喁	gj	ug	0	gjugˋ	gjug0	gjùg	
喁	g	y	0	gyˋ	gy0	gỳ	
喂	qv	i	2	qviˉ	qvi2	qvi	!
喂	qv	i	1	qviˊ	qvi1	qví	!
喃	n	am	0	namˋ	nam0	nàm	
善	ẓ	in	2	ẓinˉ	zjin2	ẓin	
喅	j	ug	3	jugˈ	jug3	juk	
喆	ṭ	in	3	ṭinˈ	tjin3	ṭit	
喇	ql	a	2	qlaˉ	qla2	qla	!
喇	l	a	1	laˊ	la1	lá	!
喇	ql	a	0	qlaˋ	qla0	qlà	!
喇	ql	an	3	qlanˈ	qlan3	qlat	!
喈	k	aj	0	kajˋ	kaj0	kàj	
喉	h	rv	0	hrvˋ	hrv0	hr̀v	
喉	x	rv	1	xrvˊ	xrv1	xŕv	
喊	x	am	2	xamˉ	xam2	xam	
喋	d	im	3	dimˈ	dim3	dip	
喋	ṭ	am	3	ṭamˈ	tjam3	ṭap	
喌	ṭ	rv	0	ṭrvˋ	tjrv0	ṭr̀v	
喌	ṭ	ug	3	ṭugˈ	tjug3	ṭuk	
喍	ḍ	aj	0	ḍajˋ	djaj0	ḍàj	!
喎	qv	a	0	qvaˋ	qva0	qvà	
喎	v	o	1	voˊ	vo1	vó	
喎	qv	o	2	qvoˉ	qvo2	qvo	
喏	j	e	1	jeˊ	je1	jé	!
喏	n	og	3	nogˈ	nog3	nok	!
喏	n	o	2	noˉ	no2	no	!
喐	qj	ug	3	qjugˈ	qjug3	qjuk	!
喑	qj	om	0	qjomˋ	qjom0	qjòm	
喑	qj	om	2	qjomˉ	qjom2	qjom	
喑	g	om	2	gomˉ	gom2	gom	
喒	ṭ	a	0	ṭaˋ	tja0	ṭà	!
喓	q	iv	0	qivˋ	qiv0	qìv	
喔	q	rg	3	qrgˈ	qrg3	qrk	
喔	q	ag	3	qagˈ	qag3	qak	
喔	q	o	0	qoˋ	qo0	qò	
喔	q	o	1	qoˊ	qo1	qó	
喕	m	in	1	minˊ	min1	mín	!
喖		u	0	uˋ	u0	ù	!
喗	gv	rn	1	gvrnˊ	gvrn1	gvŕn	
喘	ṭx	yn	1	ṭxynˊ	txjyn1	ṭxýn	
喙	xv	uj	2	xvujˉ	xvuj2	xvuj	
喙	ṭ	rv	2	ṭrvˉ	tjrv2	ṭrv	
喚		un	2	unˉ	un2	un	
喛		un	2	unˉ	un2	un	
喜	x	i	1	xiˊ	xi1	xí	
喝	x	on	3	xonˈ	xon3	xot	
喞	ṭ	ig	3	ṭigˈ	tjig3	ṭik	!
喞	ṭ	in	3	ṭinˈ	tjin3	ṭit	!
喞	ṭ	eg	3	ṭegˈ	tjeg3	ṭek	!
喟	qv	i	1	qviˊ	qvi1	qví	
喟	v	i	2	viˉ	vi2	vi	
喠	ṭ	ug	1	ṭugˊ	tjug1	ṭúg	
喡	v	i	0	viˋ	vi0	vì	!
喢	ṣ	am	3	ṣamˈ	sjam3	ṣap	
喣	x	y	1	xyˊ	xy1	xý	
喤	hv	og	0	hvogˋ	hvog0	hvòg	
喥	d	og	3	dogˈ	dog3	dok	
喦	g	am	0	gamˋ	gam0	gàm	
喧	x	yn	0	xynˋ	xyn0	xỳn	
喨	l	ơg	2	lơgˉ	leog2	lơg	!
喩		y	2	yˉ	y2	y	!
喪	s	og	0	sogˋ	sog0	sòg	
喪	s	og	2	sogˉ	sog2	sog	
喫	x	eg	3	xegˈ	xeg3	xek	
喫	qj	ag	3	qjagˈ	qjag3	qjak	
喫	x	rn	3	xrnˈ	xrn3	xrt	
喫	k	rn	3	krnˈ	krn3	krt	
喬	c	iv	0	civˋ	civ0	cìv	
喭	g	in	2	ginˉ	gin2	gin	
單	t	an	0	tanˋ	tan0	tàn	
單	ẓ	in	2	ẓinˉ	zjin2	ẓin	
單	ẓ	in	0	ẓinˋ	zjin0	ẓìn	
單	ẓ	im	0	ẓimˋ	zjim0	ẓìm	
喯	px	rn	2	pxrnˉ	pxrn2	pxrn	!
喰	ṭx	an	0	ṭxanˋ	txjan0	ṭxàn	!
喱	ql	ej	0	qlejˋ	qlej0	qlèj	!
喱	ql	ej	1	qlejˊ	qlej1	qléj	!
喲	qj	o	0	qjoˋ	qjo0	qjò	!
喳	ṭ	a	0	ṭaˋ	tja0	ṭà	!
喳	ṭx	a	0	ṭxaˋ	txja0	ṭxà	!
喴	qv	i	0	qviˋ	qvi0	qvì	!
喴	qv	i	0	qviˋ	qvi0	qvì	!
喵	qm	iv	0	qmivˋ	qmiv0	qmìv	!
営		ig	0	igˋ	ig0	ìg	!
喸	f	u	1	fuˊ	fu1	fú	!
喹	f	uj	0	fujˋ	fuj0	fùj	!
喹	cv	i	0	cviˋ	cvi0	cvì	!
喺	x	rj	1	xrjˊ	xrj1	xŕj	!
喻		y	2	yˉ	y2	y	
喼	k	im	3	kimˈ	kim3	kip	!
喼	kx	im	3	kximˈ	kxim3	kxip	!
喿	ŧx	ov	2	ŧxovˉ	tsxov2	ŧxov	
嗀	x	og	3	xogˈ	xog3	xok	!
嗁	d	rj	0	drjˋ	drj0	dr̀j	
嗂		iv	0	ivˋ	iv0	ìv	
嗃	x	og	3	xogˈ	xog3	xok	
嗃	x	av	0	xavˋ	xav0	xàv	
嗃	x	av	2	xavˉ	xav2	xav	
嗄	q	a	1	qaˊ	qa1	qá	
嗄	ṣ	a	2	ṣaˉ	sja2	ṣa	
嗅	ṭx	rv	2	ṭxrvˉ	txjrv2	ṭxrv	!
嗅	x	ug	2	xugˉ	xug2	xug	!
嗆	ṭx	ơg	0	ṭxơgˋ	txjeog0	ṭxờg	!
嗆	ṭx	ơg	2	ṭxơgˉ	txjeog2	ṭxơg	!
嗇	ṣ	ig	3	ṣigˈ	sjig3	ṣik	
嗈	qj	ug	0	qjugˋ	qjug0	qjùg	
嗉	s	ov	2	sovˉ	sov2	sov	
嗉	s	y	2	syˉ	sy2	sy	
嗊	xv	ug	1	xvugˊ	xvug1	xvúg	
嗊	x	ug	1	xugˊ	xug1	xúg	
嗊	k	ug	2	kugˉ	kug2	kug	
嗋	x	im	3	ximˈ	xim3	xip	
嗌	q	ig	3	qigˈ	qig3	qik	
嗌	q	aj	2	qajˉ	qaj2	qaj	
嗍	ṣ	og	3	ṣogˈ	sjog3	ṣok	!
嗎	qm	a	0	qmaˋ	qma0	qmà	!
嗎	qm	a	2	qmaˉ	qma2	qma	!
嗎	m	a	1	maˊ	ma1	má	!
嗏	ṭx	a	0	ṭxaˋ	txja0	ṭxà	!
嗐	h	aj	2	hajˉ	haj2	haj	!
嗐	h	oj	2	hojˉ	hoj2	hoj	!
嗑	x	am	3	xamˈ	xam3	xap	
嗑	h	om	3	homˈ	hom3	hop	
嗒	tx	am	3	txamˈ	txam3	txap	
嗒	t	an	3	tanˈ	tan3	tat	
嗒	t	am	3	tamˈ	tam3	tap	
嗒	tx	am	3	txamˈ	txam3	txap	
嗓	ṣ	og	1	ṣogˊ	sjog1	ṣóg	!
嗓	ṣ	og	0	ṣogˋ	sjog0	ṣòg	!
嗔	ṭx	rn	0	ṭxrnˋ	txjrn0	ṭxr̀n	
嗔	ṭ	rn	0	ṭrnˋ	tjrn0	ṭr̀n	
嗔	d	in	0	dinˋ	din0	dìn	
嗕	ṇ	ug	3	ṇugˈ	njug3	ṇuk	
嗖	ṣ	rv	0	ṣrvˋ	sjrv0	ṣr̀v	!
嗗	qv	an	3	qvanˈ	qvan3	qvat	
嗗	c	un	3	cunˈ	cun3	cut	
嗗	kv	rn	3	kvrnˈ	kvrn3	kvrt	
嗘	k	rj	0	krjˋ	krj0	kr̀j	!
嗙	b	og	1	bogˊ	bog1	bóg	
嗙	p	og	1	pogˊ	pog1	póg	
嗙	px	og	2	pxogˉ	pxog2	pxog	
嗙	p	rg	0	prgˋ	prg0	pr̀g	
嗚	q	u	0	quˋ	qu0	qù	
嗛	h	am	0	hamˋ	ham0	hàm	
嗛	h	rm	0	hrmˋ	hrm0	hr̀m	
嗛	x	im	2	ximˉ	xim2	xim	
嗛	x	im	1	ximˊ	xim1	xím	
嗛	h	im	3	himˈ	him3	hip	
嗛	x	im	3	ximˈ	xim3	xip	
嗛	x	im	0	ximˋ	xim0	xìm	
嗜	ṣ	i	2	ṣiˉ	sji2	ṣi	
嗝	k	ag	3	kagˈ	kag3	kak	
嗞	ŧ	i	0	ŧiˋ	tsi0	ŧì	
嗟	ŧ	e	0	ŧeˋ	tse0	ŧè	
嗠	l	og	3	logˈ	log3	lok	!
嗡	qj	ug	0	qjugˋ	qjug0	qjùg	!
嗢	qv	rn	3	qvrnˈ	qvrn3	qvrt	
嗣	đ	i	2	điˉ	dzi2	đi	
嗤	ṭx	i	0	ṭxiˋ	txji0	ṭxì	
嗥	h	ov	0	hovˋ	hov0	hòv	!
嗦	ṣ	o	0	ṣoˋ	sjo0	ṣò	!
嗦	ṣ	og	3	ṣogˈ	sjog3	ṣok	!
嗧	k	a	0	kaˋ	ka0	kà	!
嗨	x	oj	0	xojˋ	xoj0	xòj	!
嗨	x	ej	0	xejˋ	xej0	xèj	!
嗨	x	aj	0	xajˋ	xaj0	xàj	!
嗩	ṣ	o	1	ṣoˊ	sjo1	ṣó	!
嗪	ḍ	on	0	ḍonˋ	djon0	ḍòn	!
嗬	h	o	0	hoˋ	ho0	hò	!
嗬	x	o	1	xoˊ	xo1	xó	!
嗭	ḍ	ig	3	ḍigˈ	djig3	ḍik	!
嗮	ṣ	aj	2	ṣajˉ	sjaj2	ṣaj	!
嗯	g		2	gˉ	g2	g	!
嗯	qg		1	qgˊ	qg1	qg	!
嗯	g		1	gˊ	g1	ǵ	!
嗰	k	o	1	koˊ	ko1	kó	!
嗱	n	a	0	naˋ	na0	nà	!
嗲	t	e	1	teˊ	te1	té	!
嗲	dh	e	0	dheˋ	dhe0	dhè	!
嗴	k	ơg	0	kơgˋ	keog0	kờg	!
嗵	tx	ug	0	txugˋ	txug0	txùg	!
嗶	p	rn	3	prnˈ	prn3	prt	!
嗷	g	ov	0	govˋ	gov0	gòv	
嗸	g	ov	0	govˋ	gov0	gòv	
嗹	l	in	0	linˋ	lin0	lìn	
嗺	ŧx	y	0	ŧxyˋ	tsxy0	ŧxỳ	
嗻	ṭ	e	0	ṭeˋ	tje0	ṭè	
嗼	m	og	3	mogˈ	mog3	mok	
嗽	s	rv	2	srvˉ	srv2	srv	
嗽	s	og	3	sogˈ	sog3	sok	
嗾	s	rv	1	srvˊ	srv1	sŕv	
嗾	đ	ug	3	đugˈ	dzug3	đuk	
嗿	tx	am	1	txamˊ	txam1	txám	
嘀	d	ig	3	digˈ	dig3	dik	!
嘀	t	ig	3	tigˈ	tig3	tik	!
嘁	ŧx	i	0	ŧxiˋ	tsxi0	ŧxì	
嘁	ŧx	ig	3	ŧxigˈ	tsxig3	ŧxik	
嘂	k	iv	2	kivˉ	kiv2	kiv	
嘃	ṭx	ug	0	ṭxugˋ	txjug0	ṭxùg	!
嘄	x	iv	0	xivˋ	xiv0	xìv	!
嘅	k	e	2	keˉ	ke2	ke	
嘅	k	e	1	keˊ	ke1	ké	
嘅	kx	oj	2	kxojˉ	kxoj2	kxoj	
嘆	tx	an	2	txanˉ	txan2	txan	
嘇	ṣ	am	0	ṣamˋ	sjam0	ṣàm	!
嘈	đ	ov	0	đovˋ	dzov0	đòv	
嘉	k	a	0	kaˋ	ka0	kà	
嘊	g	aj	0	gajˋ	gaj0	gàj	!
嘋	x	av	0	xavˋ	xav0	xàv	!
嘌	px	iv	0	pxivˋ	pxiv0	pxìv	
嘌	px	iv	2	pxivˉ	pxiv2	pxiv	
嘍	l	rv	0	lrvˋ	lrv0	lr̀v	
嘍	ql	rv	0	qlrvˋ	qlrv0	qlr̀v	
嘎	k	an	3	kanˈ	kan3	kat	
嘎	k	a	0	kaˋ	ka0	kà	
嘏	k	u	1	kuˊ	ku1	kú	
嘏	k	a	1	kaˊ	ka1	ká	
嘐	x	av	0	xavˋ	xav0	xàv	
嘐	k	av	0	kavˋ	kav0	kàv	
嘑	xv	u	0	xvuˋ	xvu0	xvù	
嘑	xv	u	2	xvuˉ	xvu2	xvu	
嘑	ql	a	2	qlaˉ	qla2	qla	
嘒	qv	i	2	qviˉ	qvi2	qvi	
嘓	kv	og	3	kvogˈ	kvog3	kvok	
嘔	q	rv	1	qrvˊ	qrv1	qŕv	
嘔	q	rv	0	qrvˋ	qrv0	qr̀v	
嘔	q	rv	2	qrvˉ	qrv2	qrv	
嘔	x	ơj	0	xơjˋ	xeoj0	xờj	
嘕	x	in	0	xinˋ	xin0	xìn	
嘖	ṭ	ag	3	ṭagˈ	tjag3	ṭak	
嘖	ṭ	ig	3	ṭigˈ	tjig3	ṭik	
嘗	ẓ	ơg	0	ẓơgˋ	zjeog0	ẓờg	
嘘	x	ơj	0	xơjˋ	xeoj0	xờj	!
嘘	ẓ	y	0	ẓyˋ	zjy0	ẓỳ	!
嘙	b	o	0	boˋ	bo0	bò	!
嘚	t	rg	3	trgˈ	trg3	trk	!
嘛	qm	a	0	qmaˋ	qma0	qmà	!
嘛	qm	a	2	qmaˉ	qma2	qma	!
嘛	m	a	0	maˋ	ma0	mà	!
嘜	qm	rg	3	qmrgˈ	qmrg3	qmrk	!
嘝	h	ug	3	hugˈ	hug3	huk	!
嘞	ql	a	2	qlaˉ	qla2	qla	!
嘞	ql	ag	3	qlagˈ	qlag3	qlak	!
嘞	ql	a	0	qlaˋ	qla0	qlà	!
嘟	t	ov	0	tovˋ	tov0	tòv	!
嘠	k	an	3	kanˈ	kan3	kat	!
嘠	k	a	0	kaˋ	ka0	kà	!
嘡	tx	og	0	txogˋ	txog0	txòg	!
嘢	j	e	1	jeˊ	je1	jé	!
嘣	p	rg	0	prgˋ	prg0	pr̀g	!
嘥	ṣ	aj	0	ṣajˋ	sjaj0	ṣàj	!
嘥	ẓ	aj	0	ẓajˋ	zjaj0	ẓàj	!
嘦	ṭ	iv	2	ṭivˉ	tjiv2	ṭiv	!
嘧	m	rn	3	mrnˈ	mrn3	mrt	!
嘨	ṣ	iv	2	ṣivˉ	sjiv2	ṣiv	!
嘩	qv	a	0	qvaˋ	qva0	qvà	!
嘩	v	a	0	vaˋ	va0	và	!
嘪	m	aj	1	majˊ	maj1	máj	
嘫		in	0	inˋ	in0	ìn	
嘬	ṭx	aj	2	ṭxajˉ	txjaj2	ṭxaj	
嘬	ṭ	yn	3	ṭynˈ	tjyn3	ṭyt	
嘭	b	ag	0	bagˋ	bag0	bàg	!
嘭	bh	ag	0	bhagˋ	bhag0	bhàg	!
嘭	px	ag	0	pxagˋ	pxag0	pxàg	!
嘮	l	ov	0	lovˋ	lov0	lòv	
嘯	s	iv	2	sivˉ	siv2	siv	
嘰	k	i	0	kiˋ	ki0	kì	
嘲	ṭ	av	0	ṭavˋ	tjav0	ṭàv	
嘳	qv	i	1	qviˊ	qvi1	qví	
嘳	kxv	aj	2	kxvajˉ	kxvaj2	kxvaj	
嘴	ṭ	ơj	1	ṭơjˊ	tjeoj1	ṭớj	!
嘵	x	iv	0	xivˋ	xiv0	xìv	
嘶	s	rj	0	srjˋ	srj0	sr̀j	
嘶	s	i	0	siˋ	si0	sì	
嘷	h	ov	0	hovˋ	hov0	hòv	!
嘸	f	u	1	fuˊ	fu1	fú	!
嘸	m	ov	1	movˊ	mov1	móv	!
嘹	l	iv	0	livˋ	liv0	lìv	
嘺	c	iv	0	civˋ	civ0	cìv	
嘻	x	i	0	xiˋ	xi0	xì	
嘼	ṭx	ug	3	ṭxugˈ	txjug3	ṭxuk	
嘽	tx	an	0	txanˋ	txan0	txàn	
嘽	ṭx	in	1	ṭxinˊ	txjin1	ṭxín	
嘽	ṭ	in	1	ṭinˊ	tjin1	ṭín	
嘾	d	am	2	damˉ	dam2	dam	
嘿	x	ej	0	xejˋ	xej0	xèj	!
嘿	m	rg	3	mrgˈ	mrg3	mrk	!
噀	ṣ	on	2	ṣonˉ	sjon2	ṣon	!
噁	q	og	3	qogˈ	qog3	qok	
噁	q	u	2	quˉ	qu2	qu	
噂	ŧ	yn	1	ŧynˊ	tsyn1	ŧýn	
噃	p	o	2	poˉ	po2	po	!
噄	x	eg	3	xegˈ	xeg3	xek	!
噅	xv	rj	0	xvrjˋ	xvrj0	xvr̀j	
噆	ŧx	om	1	ŧxomˊ	tsxom1	ŧxóm	
噆	ŧx	am	1	ŧxamˊ	tsxam1	ŧxám	
噆	ŧ	om	1	ŧomˊ	tsom1	ŧóm	
噆	ŧx	om	2	ŧxomˉ	tsxom2	ŧxom	
噇	ḍ	og	0	ḍogˋ	djog0	ḍòg	
噇	ḍ	og	2	ḍogˉ	djog2	ḍog	
噈	ŧ	ug	3	ŧugˈ	tsug3	ŧuk	
噉	d	am	2	damˉ	dam2	dam	
噉	k	om	1	komˊ	kom1	kóm	
噉	k	um	1	kumˊ	kum1	kúm	
噊		yn	3	ynˈ	yn3	yt	
噋	tx	on	0	txonˋ	txon0	txòn	
噌	ṭ	rg	0	ṭrgˋ	tjrg0	ṭr̀g	
噌	ṭx	rg	0	ṭxrgˋ	txjrg0	ṭxr̀g	
噍	đ	iv	2	đivˉ	dziv2	điv	
噍	ŧ	iv	2	ŧivˉ	tsiv2	ŧiv	
噍	ŧ	iv	0	ŧivˋ	tsiv0	ŧìv	
噍	ŧ	rv	0	ŧrvˋ	tsrv0	ŧr̀v	
噎	q	in	3	qinˈ	qin3	qit	
噏	kx	rm	3	kxrmˈ	kxrm3	kxrp	
噏	qg	rm	3	qgrmˈ	qgrm3	qgrp	
噐	x	ej	2	xejˉ	xej2	xej	!
噑	h	ov	0	hovˋ	hov0	hòv	
噒	ql	on	0	qlonˋ	qlon0	qlòn	!
噓	x	y	0	xyˋ	xy0	xỳ	
噓	ẓ	y	0	ẓyˋ	zjy0	ẓỳ	
噔	t	rg	0	trgˋ	trg0	tr̀g	!
噔	d	rg	2	drgˉ	drg2	drg	!
噕	f	rj	0	frjˋ	frj0	fr̀j	!
噖	j	rm	0	jrmˋ	jrm0	jr̀m	!
噗	px	og	3	pxogˈ	pxog3	pxok	!
噘	kx	yn	3	kxynˈ	kxyn3	kxyt	!
噙	c	rm	0	crmˋ	crm0	cr̀m	!
噚	ḍ	rm	0	ḍrmˋ	djrm0	ḍr̀m	!
噚	q	ig	0	qigˋ	qig0	qìg	!
噛	g	in	3	ginˈ	gin3	git	!
噝	ṣ	i	0	ṣiˋ	sji0	ṣì	!
噞	qg	im	1	qgimˊ	qgim1	qgím	
噞	qg	im	0	qgimˋ	qgim0	qgìm	
噟	q	ig	2	qigˉ	qig2	qig	
噠	d	an	3	danˈ	dan3	dat	!
噠	t	an	3	tanˈ	tan3	tat	!
噡	ṭ	im	0	ṭimˋ	tjim0	ṭìm	
噢	q	y	1	qyˊ	qy1	qý	
噢	q	o	0	qoˋ	qo0	qò	
噢	q	ov	2	qovˉ	qov2	qov	
噣	ṭ	rv	2	ṭrvˉ	tjrv2	ṭrv	
噣	t	ơg	3	tơgˈ	teog3	tơk	
噤	k	rm	2	krmˉ	krm2	krm	
噤	kx	rm	0	kxrmˋ	kxrm0	kxr̀m	
噥	n	ug	0	nugˋ	nug0	nùg	
噦		yn	3	ynˈ	yn3	yt	
噦	qv	i	2	qviˉ	qvi2	qvi	
噧	x	aj	2	xajˉ	xaj2	xaj	
器	x	i	2	xiˉ	xi2	xi	
噩	g	og	3	gogˈ	gog3	gok	
噪	ŧx	ov	2	ŧxovˉ	tsxov2	ŧxov	
噫	q	i	0	qiˋ	qi0	qì	
噬	ẓ	rj	2	ẓrjˉ	zjrj2	ẓrj	
噭	k	iv	2	kivˉ	kiv2	kiv	
噭	kx	iv	2	kxivˉ	kxiv2	kxiv	
噮	q	yn	2	qynˉ	qyn2	qyn	
噯	q	oj	1	qojˊ	qoj1	qój	!
噯	q	aj	0	qajˋ	qaj0	qàj	!
噰	qj	ug	0	qjugˋ	qjug0	qjùg	
噱	cx	ơg	3	cxơgˈ	cxeog3	cxơk	
噱	kx	ơg	3	kxơgˈ	kxeog3	kxơk	
噱	h	ơ	0	hơˋ	heo0	hờ	
噱	ṭx	ơg	3	ṭxơgˈ	txjeog3	ṭxơk	
噲	xv	aj	2	xvajˉ	xvaj2	xvaj	
噳	g	y	1	gyˊ	gy1	gý	
噴	px	rn	2	pxrnˉ	pxrn2	pxrn	
噴	w	rn	1	wrnˊ	wrn1	wŕn	
噴	px	rn	0	pxrnˋ	pxrn0	pxr̀n	
噵	d	ov	2	dovˉ	dov2	dov	!
噶	k	a	0	kaˋ	ka0	kà	!
噶	k	an	3	kanˈ	kan3	kat	!
噶	k	on	3	konˈ	kon3	kot	!
噷	xm		0	xmˋ	xm0	xm	!
噸	t	on	0	tonˋ	ton0	tòn	!
噹	t	og	0	togˋ	tog0	tòg	!
噺	ṣ	rn	0	ṣrnˋ	sjrn0	ṣr̀n	!
噻	ṣ	rg	3	ṣrgˈ	sjrg3	ṣrk	!
噼	px	ig	3	pxigˈ	pxig3	pxik	!
噼	px	eg	3	pxegˈ	pxeg3	pxek	!
噼	px	en	3	pxenˈ	pxen3	pxet	!
噼	bx	en	3	bxenˈ	bxen3	bxet	!
噽	px	ej	1	pxejˊ	pxej1	pxéj	!
噾	qj	rm	0	qjrmˋ	qjrm0	qjr̀m	!
噿	ŧ	uj	1	ŧujˊ	tsuj1	ŧúj	
嚀	n	ig	0	nigˋ	nig0	nìg	
嚁	d	ig	3	digˈ	dig3	dik	!
嚂	l	am	2	lamˉ	lam2	lam	
嚂	l	am	0	lamˋ	lam0	làm	
嚃	d	am	3	damˈ	dam3	dap	
嚃	tx	am	3	txamˈ	txam3	txap	
嚄	q	o	1	qoˊ	qo1	qó	
嚄	hv	og	3	hvogˈ	hvog3	hvok	
嚄	x	o	0	xoˋ	xo0	xò	
嚅	ṇ	y	0	ṇyˋ	njy0	ṇỳ	
嚆	x	ov	0	xovˋ	xov0	xòv	!
嚇	x	ag	3	xagˈ	xag3	xak	
嚇	x	ag	3	xagˈ	xag3	xak	
嚇	x	a	0	xaˋ	xa0	xà	
嚈	q	im	3	qimˈ	qim3	qip	!
嚈	q	an	3	qanˈ	qan3	qat	!
嚉	t	ơj	2	tơjˉ	teoj2	tơj	!
嚊	b	e	2	beˉ	be2	be	
嚊	b	i	2	biˉ	bi2	bi	
嚋	ḍ	rv	0	ḍrvˋ	djrv0	ḍr̀v	!
嚌	đ	rj	2	đrjˉ	dzrj2	đrj	
嚍	ṭ	on	2	ṭonˉ	tjon2	ṭon	!
嚎	h	ov	0	hovˋ	hov0	hòv	!
嚏	tx	rj	2	txrjˉ	txrj2	txrj	
嚐	ẓ	ơg	0	ẓơgˋ	zjeog0	ẓờg	!
嚑	f	rn	0	frnˋ	frn0	fr̀n	!
嚒	qm	o	0	qmoˋ	qmo0	qmò	!
嚓	ṭx	an	3	ṭxanˈ	txjan3	ṭxat	!
嚔	t	rj	2	trjˉ	trj2	trj	!
嚕	ql	ov	0	qlovˋ	qlov0	qlòv	!
嚖	qv	i	2	qviˉ	qvi2	qvi	
嚗	p	og	3	pogˈ	pog3	pok	
嚘	qj	rv	0	qjrvˋ	qjrv0	qjr̀v	
嚙	g	in	3	ginˈ	gin3	git	!
嚙		in	3	inˈ	in3	it	!
嚙	g	an	3	ganˈ	gan3	gat	!
嚚	g	rn	0	grnˋ	grn0	gr̀n	
嚛	x	ug	3	xugˈ	xug3	xuk	
嚜	m	rg	3	mrgˈ	mrg3	mrk	
嚜	qm	a	0	qmaˋ	qma0	qmà	
嚜	qm	rg	3	qmrgˈ	qmrg3	qmrk	
嚝	kv	rg	0	kvrgˋ	kvrg0	kvr̀g	
嚞	ṭ	in	3	ṭinˈ	tjin3	ṭit	
嚟	l	rj	0	lrjˋ	lrj0	lr̀j	!
嚟	l	ej	0	lejˋ	lej0	lèj	!
嚟	ql	rj	1	qlrjˊ	qlrj1	qlŕj	!
嚠	l	rv	0	lrvˋ	lrv0	lr̀v	!
嚡	h	aj	0	hajˋ	haj0	hàj	!
嚢	n	og	0	nogˋ	nog0	nòg	!
嚤	qm	o	0	qmoˋ	qmo0	qmò	!
嚥	q	in	2	qinˉ	qin2	qin	
嚦	l	ig	3	ligˈ	lig3	lik	!
嚦	ql	ig	3	qligˈ	qlig3	qlik	!
嚧	l	ov	0	lovˋ	lov0	lòv	
嚨	l	ug	0	lugˋ	lug0	lùg	
嚩	p	og	3	pogˈ	pog3	pok	!
嚪	d	am	2	damˉ	dam2	dam	!
嚫	ṭx	rn	2	ṭxrnˉ	txjrn2	ṭxrn	
嚬	b	rn	0	brnˋ	brn0	br̀n	
嚭	px	i	1	pxiˊ	pxi1	pxí	
嚮	x	ơg	2	xơgˉ	xeog2	xơg	
嚮	x	ơg	1	xơgˊ	xeog1	xớg	
嚯	x	o	0	xoˋ	xo0	xò	!
嚰	q	iv	0	qivˋ	qiv0	qìv	!
嚱	x	i	2	xiˉ	xi2	xi	
嚲	t	o	1	toˊ	to1	tó	
嚳	k	ug	3	kugˈ	kug3	kuk	
嚴	g	im	0	gimˋ	gim0	gìm	
嚵	đ	am	0	đamˋ	dzam0	đàm	
嚶	q	ig	0	qigˋ	qig0	qìg	
嚷	j	og	2	jogˉ	jog2	jog	!
嚷	j	og	1	jogˊ	jog1	jóg	!
嚸	t	im	1	timˊ	tim1	tím	!
嚹	ql	a	2	qlaˉ	qla2	qla	!
嚹	l	a	0	laˋ	la0	là	!
嚺	d	am	3	damˈ	dam3	dap	!
嚻	x	iv	0	xivˋ	xiv0	xìv	
嚼	ŧ	ơg	3	ŧơgˈ	tseog3	ŧơk	
嚼	đ	iv	2	đivˉ	dziv2	điv	
嚼	ŧ	iv	2	ŧivˉ	tsiv2	ŧiv	
嚽	ṭ	yn	3	ṭynˈ	tjyn3	ṭyt	!
嚾	xv	un	0	xvunˋ	xvun0	xvùn	
嚿	c	rv	2	crvˉ	crv2	crv	!
囀	ṭ	yn	1	ṭynˊ	tjyn1	ṭýn	
