character	initial	final	tone	mc
嬰	q	ig	0	qjeg0
嬱	ṯ	im	2	ṯiem2
嬲	n	iv	1	neu1
嬲	qn	rv	0	neu1
嬳	v	og	3	qyak,quak
嬴		ig	0	jeg0
嬵	m	in	0	
嬶	b	ej	2	
嬷	qm	a	0	
嬷	m	a	0	
嬸	s	rm	1	
嬹	x	ig	0	xig0,xig2
嬺	qn	ig	3	
嬻	d	ug	3	duk
嬼	l	rv	1	liu1,liu2
嬽	b	ej	2	i'ruen0,qyen0
嬾	l	an	1	lan1
嬿	q	in	1	qen1,qen2
嬿	q	in	2	qen1,qen2
孀	sj	wg	0	sriag0
孁	l	ig	0	leg0
孂	k	iv	1	kieu1,kem1,kok
孃	n	wg	0	njag0,nriag0
孄	l	an	1	
孅	ṯ	im	0	siem0
孆	q	ig	0	
孇	s	wg	0	
孈	xv	i	2	je1,jyi1,xjye2,xrue2
孉	c	yn	0	ţyen0
孊	m	ej	1	
孋	l	i	0	lie0
孌	ql	yn	1	lyen1,lyen2
孌	l	yn	1	lyen1,lyen2
孍		im	0	
孎	tj	ug	3	tryuk,truk
孏	l	an	1	
子	ţ	i	1	ţi1
孑	ꝁ	in	3	kiet
孒	ꝁ	yn	3	kyot,kyat
孓	ꝁ	yn	3	kyug1
孔	ꝁ	ug	1	ꝁug1
孕	j	rn	2	jig2
孖	ţ	i	0	ţi0,ḑi2
孖	qm	a	0	ţi0,ḑi2
字	ḑ	i	2	ḑi2
字	ţ	i	1	ḑi2
存	ḑ	yn	0	ḑuon0
孚	ꝑv	u	0	ꝑyo0
孛	b	uj	2	buai2,buot
孛	b	un	3	buai2,buot
孜	ţ	i	0	ţi0
孝	x	av	2	xrau2
孞	s	on	2	
孟	m	ag	2	mrag2
孠	ḑ	i	2	zi2
孡	ŧ	oj	0	ŧai0
孢	p	av	0	
季	kv	i	2	kjyi2
孤	k	u	0	ko0
孥	n	ov	0	no0
孧	qj	rv	2	
孨	tj	yn	1	ţjyen1,ţryen2,nrip
孩	h	aj	0	xai0
孩	h	oj	0	xai0
孫	s	yn	0	suon0
孫	s	on	2	suon0
孬	p	ov	1	
孬	qn	av	0	
孬	j	rj	1	
孭	qm	e	0	
孮	ḑ	ug	0	ḑuug0
孯	x	an	0	
孰	zj	ug	3	ḑjuk
孱	zj	an	0	ḑren0,ḑrien0,ḑren1
孱	ŧj	an	2	ḑren0,ḑrien0,ḑren1
孲	q	a	0	
孳	ţ	i	0	ţi0,ḑi2
孳	ţ	i	2	ţi0,ḑi2
孴	g	i	1	gi1,jip
孵	ꝑv	u	0	ꝑyo0
孶	ţ	i	0	
孶	ţ	i	2	
孷	l	i	0	li0
學	h	og	3	xruk
孹	qm	ag	3	
孺	nj	y	2	njyo2
孺	nj	y	0	njyo2
孻	ql	aj	0	
孼	g	in	3	giet
孼	g	im	3	giet
孽		in	3	
孽		im	3	
孾	q	ig	0	
孿	l	yn	0	
宀	m	in	0	mjen0
宁	dj	y	1	drio0,drio1
宂	qnj	ug	1	njyug1
它	ŧ	a	0	ŧa0
它	ŧ	o	0	ŧa0
宄	kv	i	1	kyi1
宅	dj	ag	3	drak
宆	c	ug	0	
宇	h	y	1	yo1
守	sj	rv	1	sju1,sju2
守	sj	rv	2	sju1,sju2
安	q	on	0	qan0
宊	d	rn	3	ŧuot
宋	s	ug	2	suug2
完	h	yn	0	xuan0
宍	j	ug	3	
宎	q	iv	1	
宎	q	iv	2	
宏	hv	rg	0	xrueg0
宐	g	i	0	gie0
宑	q	ig	1	
宒	ţ	on	0	
宓	m	rn	3	mjit,mit
宓	bv	ug	3	mjit,mit
宔	tj	y	1	ţjyo1
宕	d	og	2	dag2
宖	hv	rg	0	xrueg0,qrueg0
宗	ţ	ug	0	ţuug0
官	k	un	0	kuan0
宙	dj	rv	2	driu2
定	d	ig	2	deg2,teg2
定	t	ig	1	deg2,teg2
定	d	eg	2	deg2,teg2
定	t	eg	1	deg2,teg2
宛	q	yn	1	qyan0,qyan1
宛	q	yn	0	qyan0,qyan1
宜	g	i	0	gie0
客	ꝁ	ag	3	ꝁrak
宣	s	yn	0	syen0
室	sj	rn	3	sjit
宥	hj	rv	2	iu2
宦	hv	an	2	xruan2
宧		i	0	ji0
宨	ŧ	iv	1	
宩	s	i	1	
宫	k	ug	0	
宬	zj	ig	0	ḑjeg0
宭	cv	rn	0	ţyon0,kyon0
宮	k	ug	0	kiug0
宯	x	av	0	
宰	ţ	oj	1	ţai1
宱	ḑ	a	2	
宲	p	ov	1	pau1
害	h	oj	2	xad0
害	x	on	3	xad0
宴	q	in	2	qen1,qen2
宵	s	iv	0	sieu0
家	k	a	0	kra0
家	k	u	0	kra0
家	k	a	2	kra0
宷	sj	rm	1	sjim1
宸	zj	rn	0	ḑjin0
容	j	ug	0	jyug0
宺	pv	og	1	
宻	m	rn	3	
宼	ꝁ	rv	2	
宿	s	ug	3	siu2,siuk
宿	s	rv	2	siu2,siuk
寀	ṯ	oj	2	ṯai1
寀	ṯ	oj	1	ṯai1
寁	ţ	am	1	ţom1,ḑiep
寁	ḑ	in	3	ţom1,ḑiep
寂	ḑ	ig	3	ḑek
寃	q	yn	0	
寄	k	i	2	kie2
寅	j	rn	0	jii0,jin0
密	m	rn	3	mit
寇	ꝁ	rv	2	
寈	ṯ	ig	0	
寉	h	og	3	
寊	ţ	ig	0	
寋	c	in	2	ţian1
富	pv	u	2	piu2
寍	n	ig	0	neg0
寎	p	ig	2	pieg2
寎	p	ig	1	pieg2
寏	h	yn	0	xuan0
寐	m	i	2	mjii2
寑	ṯ	rm	1	ṯim1
寒	h	on	0	xan0
寓	g	y	2	gyo2
寔	zj	rn	3	ḑjik
寕	n	ig	0	
寕	n	ig	2	
寖	ţ	rm	2	
寗	n	ig	0	neg2
寗	n	ig	2	neg2
寘	tj	i	2	ţje2
寘	d	in	0	ţje2
寙		y	1	
寚	p	ov	1	
寜	n	ig	0	
寞	m	og	3	mak
察	ŧj	an	3	ṯret
寠	c	y	2	
寠	l	rv	0	
寡	kv	a	1	krua1
寢	ṯ	rm	1	ṯim1
寣	xv	rn	3	xuot
寤	g		2	go2
寥	l	iv	0	leu0,lek
實	zj	rn	3	zjit
寧	n	ig	0	neg0
寧	n	ig	2	neg0
寨	ḑ	aj	2	ḑrad0,sok
寨	ţ	aj	1	ḑrad0,sok
審	sj	rm	1	sjim1
寪	qv	i	1	ye1
寫	s	e	1	sia1
寬	ꝁv	un	0	ꝁuan0
寭	v	i	2	
寮	l	iv	0	leu0
寯	ţ	on	2	ţyn2
寰	hv	an	0	xruan0,xuen2
寱	g	rj	2	
寲		i	0	
寳	p	ov	1	
寴	ṯ	rn	0	ṯin0,ṯin2
寵	ŧj	ug	1	ŧryug1
寶	p	ov	1	pau1
寷	ꝑv	ug	0	ꝑiug0
寸	ṯ	yn	2	ṯuon2
寸	ṯ	yn	1	ṯuon2
寺	ḑ	i	2	zi2
寺	ţ	i	1	zi2
寽	ql	yn	3	lyt
尀	ꝑ	o	1	
封	pv	ug	0	pyug0,pyug2
尃	ꝑv	u	0	ꝑyo0
射	zj	e	2	ja2,zja2,jek,zjek
射		ig	3	ja2,zja2,jek,zjek
射	j	e	2	ja2,zja2,jek,zjek
尅	x	rg	3	
尅	x	ag	3	
將	ţ	wg	0	ţiag0,ţiag2
將	ţ	wg	2	ţiag0,ţiag2
將	ṯ	wg	0	ţiag0,ţiag2
專	tj	yn	0	ţjyen0
尉	qv	i	2	qyoi2,qyot
尉	qv	rn	3	qyoi2,qyot
尉	v	rn	2	qyoi2,qyot
尊	ţ	yn	0	ţuon0
尊	ţ	on	0	ţuon0
尋	ḑ	rm	0	zim0
尌	zj	y	2	ḑjyo2
對	t	uj	2	tuai2
對	t	uj	1	tuai2
導	d	ov	2	dau2
小	s	iv	1	sieu1
尐	ţ	in	3	ţyet
少	sj	iv	1	sjeu1,sjeu2
少	sj	iv	2	sjeu1,sjeu2
尒	nj	i	1	nje1
尓		i	1	
尕	k	a	0	
尖	ţ	im	0	ţiem0
尗	zj	ug	3	sjuk
尙	z	wg	2	
尚	zj	wg	2	ḑjag0,ḑjag2
尚	sj	wg	1	ḑjag0,ḑjag2
尛	qm	o	0	
尜	k	an	3	
尜	k	a	0	
尞	l	iv	0	
尟	s	in	1	sien1
尠	s	in	1	sien1,syo2
尡	ꝁv	rn	0	
尢	qv	og	0	
尢	j	rv	0	
尣	qv	og	0	quag0
尤	hj	rv	0	iu0
尥	l	iv	2	brau0,leu2
尦	l	iv	2	
尨	m	og	0	mrug0
尨	m	ug	0	mrug0
尨	b	og	0	mrug0
尩	qv	og	0	
尪	qv	og	0	quag0
尫	qv	og	0	
尬	k	aj	2	krai2
尭		iv	0	
尮	t	o	2	
尯	ꝁv	i	2	ꝁyi2
尰	tj	ug	1	ḑjyug1
就	ḑ	rv	2	ḑiu2
尲	k	am	0	krem0
尲	k	am	2	krem0
尳	kv	rn	3	kuot,xuot
尵	d	uj	0	druai0,duai0
尶	k	am	0	
尷	k	am	0	
尷	k	am	2	
尸	sj	i	0	sjii0
尹	v	rn	1	jyn1
尺	ŧj	eg	3	ṯjek
尺	ŧj	e	1	ṯjek
尻	ꝁ	av	0	ꝁau0
尼	n	i	0	nrii0
尾	m	i	1	myoi1
尿	n	iv	2	neu2
尿	sj	wj	0	neu2
局	c	ug	3	ţyuk
屁	ꝑ	i	2	ꝑjii2
屄	p	ej	0	
居	k	y	0	ki0,kio0
居	k	i	0	ki0,kio0
屆	k	aj	2	krai2
屇	d	in	0	
屈	ꝁv	rn	3	kyot,ꝁyot
屉	ŧ	rj	2	
屋	q	ug	3	quk
屌	t	iv	1	
屍	sj	i	0	sjii0,sjii2
屎	sj	i	1	xjii0,sjii1
屎	x	i	0	xjii0,sjii1
屏	b	ig	0	pjeg0,beg0,pjeg1
屏	ꝑ	ig	1	pjeg0,beg0,pjeg1
屏	p	ig	1	pjeg0,beg0,pjeg1
屏	p	ig	2	pjeg0,beg0,pjeg1
屏	p	ig	0	pjeg0,beg0,pjeg1
屐	cx	eg	3	ţiek
屑	s	in	3	set
屒	tj	rn	1	ḑjin0,trin1
屓	x	rj	2	xii2
屓	x	i	2	xii2
屔	n	rj	0	ne0
展	tj	in	1	trien1
屖	s	rj	0	se0
屗	ṯ	yn	2	
屘	qm	ej	0	
屙	q	o	0	
屚	l	rv	2	lu2
屛	b	ig	0	
屛	p	ig	1	
屛	p	ig	2	
屛	p	ig	0	
屜	ŧ	rj	2	
屝	pv	i	1	byoi2
屟	s	in	3	sep
屟	s	im	3	sep
屠	d	ov	0	drio0,do0
屢	l	wj	1	lyo2
屣	sj	aj	1	srie1,srie2
層	ḑ	rg	0	ḑog0
履	l	i	1	lii1
履	l	uj	1	lii1
屧	s	in	3	sep
屧	s	im	3	sep
屨	k	y	2	kyo2
屩	k	wg	3	kiak
屪	l	iv	0	
屫	k	wg	3	
屬	zj	ug	3	ţjyuk,ḑjyuk
屬	tj	ug	3	ţjyuk,ḑjyuk
屭	q	rj	2	
屭	x	ej	2	
屮	ŧj	in	3	ŧriet
屯	d	yn	0	tryn0,duon0
屯	tj	on	0	tryn0,duon0
屰	g	ig	3	giek
山	sj	an	0	sren0
屲	s	an	0	
屳	sj	in	0	xjen0
屴	l	ig	3	lik
屴	l	rg	3	lik
屵	g	an	3	gian1,gat
屶		uj	2	
屷		uj	2	
屸	l	ug	0	lug0
屹	g	rn	3	giot
屹	k	rn	3	giot
屺	ꝁ	i	1	ꝁi1
屻	j	rn	2	
屼	g	rn	3	guot
屽	h	on	2	
屾	sj	rn	0	srin0
岀	ṯ	on	3	
岃	j	rn	2	
岄		yn	3	
岅	p	an	1	
岅	pv	an	1	
岆	q	iv	1	
岇	g	og	0	
岈	g	a	0	xra0
岈	x	a	0	xra0
岉	m	rn	3	myot
岊	ţ	in	3	ḑet
岋	g	rm	3	
岌	ꝁ	rm	3	gip
岌	g	rm	3	gip
岌	c	rm	3	gip
岍	ꝁ	in	0	ꝁen0
岎	bhv	rn	0	
岏	g	yn	0	guan0
岐	c	i	0	ţje0
岑	zj	rm	0	ḑrim0
岒	c	im	0	
岓	c	i	0	ţioi0
岔	ṯ	a	2	
岕	k	aj	2	
岙	q	ov	2	
岙	q	av	2	
岜	p	a	0	
岝	ţ	og	3	ḑak,ḑrak
岞	ţ	og	3	
岞	ḑ	og	3	
岟	q	wg	1	qiag1
岠	c	y	2	
岡	k	og	0	kag0
岢	ꝁ	o	1	ꝁa1
岣	k	rv	1	kyo0,ku1
岤		yn	3	
岥	p	ej	0	
岥	ꝑ	o	0	
岥	b	ej	0	
岦	l	am	3	lip
岧	d	iv	0	deu0
岨	ţ	wj	0	ṯio0
岨	ţ	wj	1	ṯio0
岩	g	am	0	gram0
岪	bv	rn	3	
岫	ḑ	rv	2	ziu2
岬	k	am	3	
岭	l	ig	0	leg0
岮	d	o	0	
岯	b	i	0	bii0
岰	q	rv	2	
岱	d	oj	2	dai2
岲	pv	og	2	
岴	ꝁ	y	0	
岵	hv	u	2	xo1
岶	ꝑ	ag	3	
岷	m	rn	0	min0
岸	g	on	2	gan2
岹	d	iv	0	
岺	l	ig	0	
岻	dj	i	0	drii0,te0
岼	b	ig	0	
岾	ţ	im	0	
峀	p	og	0	
峁	m	av	1	
峂	d	ug	0	
峅	b	in	2	
峆	h	rm	3	
峇	p	a	0	
峇	x	rm	3	
峈	l	og	3	
峉	g	ag	3	grak
峊	bv	rv	2	
峋	s	on	0	syn0
峌	d	in	3	
峍	l	on	3	
峎	qj	rn	1	
峏	nj	i	0	nji0
峐	k	oj	0	kai0
峑	ṯ	yn	0	ṯyen0
峒	d	ug	0	dug0,dug2
峒	d	ug	2	dug0,dug2
峓		i	0	jii0
峔	m	ov	1	mo1
峕	z	i	0	
峖	q	on	0	
峗	g	rj	0	gye0
峘	hv	un	0	xuan0,xog0
峙	dj	i	2	dri1
峙	dj	i	1	dri1
峙	zj	i	2	dri1
峚	m	rn	3	
峛	l	i	1	lie1
峜	k	rj	2	
峝	d	ug	0	
峝	d	ug	2	
峞	g	rj	0	guai0,guai1
峟	j	rv	2	
峠	ꝁ	a	0	
峢	l	in	3	
峥	ţ	rg	0	
峥	ţ	ag	0	
峧	k	av	0	
峨	g	o	0	
峩	g	o	0	ga0
峪	j	ug	3	
峪		y	2	
峫	j	e	0	
峬	p	ov	0	po0
峭	ṯ	iv	2	ṯieu2
峮	ꝁv	rn	0	ꝁyn0
峯	ꝑv	ug	0	ꝑyug0
峱	n	av	0	nau0
峲	l	ej	1	
峳	j	rv	0	
峴	h	in	2	xen1
峵	v	ig	0	
島	t	ov	1	tau1
峷	s	rn	0	
峸	z	ig	0	
峹	d	ov	0	do0
峺	k	rg	1	
峻	ţ	on	2	syn2
峼	ꝁ	ug	3	
峽	h	am	3	xrep
峽	x	am	3	xrep
峽	h	rm	3	xrep
峾	g	rn	0	
峿	g	y	1	go0
崀	l	og	2	lag1
崀	l	og	1	lag1
崁	x	rm	2	
崅	k	og	3	
崆	ꝁ	ug	0	ꝁug0,ꝁrug0
崇	zj	ug	0	ḑriug0
崈	zj	ug	0	ḑriug0
崉	d	am	3	
崊	l	rm	0	
崋	hv	a	0	xrua0,xrua2
崋	hv	a	2	xrua0,xrua2
崌	k	y	0	kio0
崍	l	oj	0	lai0
崎	ꝁ	i	0	ꝁie0,ţioi0
崎	c	i	0	ꝁie0,ţioi0
崏	m	rn	0	
崐	ꝁv	rn	0	kuon0
崑	ꝁv	rn	0	kuon0
崒	ḑ	yn	3	ḑyt
崒	ţ	on	3	ḑyt
崓	k	u	2	
崔	ṯ	uj	0	ṯuai0,ḑuai0
崕	g	aj	0	
崖	g	aj	0	gie0,gre0
崗	k	og	0	kag0
崘	l	on	0	luon0
崙	l	on	0	
崚	l	ig	0	lig0
崛	cv	rn	3	ţyot,gyot
崜	t	o	0	
崝	tj	rg	0	ḑreg0
崝	tj	ag	0	ḑreg0
崞	kv	og	3	kuak
崟	gj	rm	0	gim0
崠	t	ug	2	tug0
崡	h	am	0	
崢	tj	rg	0	ḑrag0,ḑreg0
崢	tj	ag	0	ḑrag0,ḑreg0
崣	qv	i	1	
崤	g	av	0	xrau0,xau0
崥	b	i	0	be0,pje1
崦	q	im	0	qiem0
崧	s	ug	0	siug0
崨	ḑ	im	3	ḑiep
崩	p	rg	0	pog0
崪	ḑ	yn	3	ḑuot
崪	ţ	on	3	ḑuot
崫	pv	rn	3	
崬	t	ug	0	
崮	k	u	2	
崯	j	rm	0	
崰	ţ	i	0	
崱	tj	rg	3	ḑrik
崲	v	og	0	
崳		y	0	jyo0
崴	qv	i	0	qruai0
崵	j	og	0	jag0,dag1
崶	pv	ug	0	pyug0
崷	ḑ	rv	0	ḑiu0
崸	g	og	0	
崹	d	rj	0	de0
崺		i	1	je1
崻	ḑ	i	2	
崼	z	i	2	
崽	tj	rj	1	sre0,srai0
崽	tj	oj	1	sre0,srai0
崾		iv	1	
崿	g	og	3	gak
嵀	dj	y	1	dryo1
嵁	ꝁ	om	0	ꝁom0,gom0,ꝁrem0,gom1,ḑrem1
嵂	l	on	3	
嵃	g	in	1	gien1
嵄	m	ej	1	
嵅	h	am	0	
嵆	ꝁ	rj	0	
嵇	ꝁ	rj	0	xe0
嵇	h	rj	0	xe0
嵈	hv	un	2	xuan1
嵉	d	ig	0	
嵊	zj	ig	2	zjig2
嵋	m	i	0	mii0
嵌	ꝁ	om	2	ꝁram0,ḑam1
嵌	h	om	2	ꝁram0,ḑam1
嵌	ꝁ	am	0	ꝁram0,ḑam1
嵍	m	ov	2	myo2
嵎	g	y	0	gyo0
嵏	ţ	ug	0	
嵐	l	am	0	lom0
嵑	ꝁ	on	3	ꝁat
嵑	ꝁ	in	3	ꝁat
嵒	g	am	0	grem0
嵓	g	am	0	
嵔	qv	i	2	qyoi1,quai1
嵕	ţ	ug	0	ţug0
嵖	ḑ	a	0	
嵖	ḑ	a	2	
嵗	s	wj	2	
嵙	pv	o	0	
嵛		y	0	
嵜	ꝁ	ej	0	
嵞	d	ov	0	do0
嵟	t	uj	0	tuai0
嵠	ꝁ	rj	0	ꝁe0
嵡	qj	ug	1	
嵢	ṯ	og	0	
嵣	d	og	2	dag1,dag2
嵤	hv	ig	0	xrueg0
嵥	c	in	3	ţiet
嵦	x	oj	1	gai0
嵧	l	rv	0	liu0
嵨	qv	u	1	
嵩	s	ug	0	siug0
嵪	x	iv	0	
嵫	ţ	i	0	ţi0
嵬	g	rj	0	guai0,guai1
嵭	p	rg	0	
嵮	t	in	0	
嵯	ŧj	o	0	ṯrie0
嵯	ŧj	i	0	ṯrie0
嵰	ꝁ	im	1	ꝁiem1
嵱	qj	ug	1	jyug0
嵱	j	ug	0	jyug0
嵲	g	in	3	get
嵳	ṯ	o	0	ḑa0
嵴	ţ	eg	3	
嵵	ḑ	i	2	
嵶	j	og	3	
嵷	s	ug	1	
嵸	ţ	ug	0	ţug0,ţug1
嵹	c	wg	0	
嵺	l	iv	0	
嵻	x	og	0	
嵼	ŧj	an	1	sren1
嵽	d	in	3	det
嵽	d	rj	2	det
嵾	ŧj	rm	0	ṯrim0
嵾	ŧj	am	0	ṯrim0
嵿	t	ig	1	
嶀	ŧ	ov	0	ŧo0
嶁	l	rv	1	lyo1,lu1
嶂	tj	wg	2	ţjag2
嶃	tj	am	1	ḑram0,ḑrem1
嶃	tj	am	2	ḑram0,ḑrem1
嶄	ţ	am	1	
嶄	ţ	am	2	
嶅	g	ov	0	gau0
嶆	ḑ	ov	0	
嶇	ꝁ	y	0	ꝁyo0
嶈	ṯ	wg	0	ṯiag0
嶉	ṯ	uj	0	ţyi0
嶊	ţ	uj	1	ţuai1
嶋	t	ov	1	tau1
嶌	t	ov	1	tau1
嶍	ḑ	am	3	
嶎	qv	i	2	
嶏	ꝑ	uj	2	ꝑuai2,ꝑyot
嶐	l	ug	0	
嶑	ḑ	wg	2	ziag1
嶒	ḑ	rg	0	ḑig0
嶒	ţ	rg	0	ḑig0
嶒	ţ	ag	0	ḑig0
嶓	p	o	0	pua0
嶔	ꝁj	rm	0	ꝁim0
嶕	ḑ	iv	0	ḑieu0
嶖	q	im	0	
嶗	l	ov	0	
嶘	dj	an	2	ḑren1
嶙	l	on	0	lin0,lin1
嶚	l	iv	0	leu0
嶛	l	iv	0	
嶜	ţ	rm	0	ḑim0
嶝	t	rg	2	tog2
嶞	d	o	2	dua1
嶟	ţ	on	0	ţyn0,ţuon0
嶠	c	iv	2	ţieu2
嶠	c	iv	0	ţieu2
嶡	kv	i	2	
嶢	g	iv	0	geu0
嶣	ḑ	iv	0	
嶤		iv	0	
嶥	kv	i	2	
嶦	ţ	im	0	
嶧		ig	3	jek
嶨	h	og	3	ꝁruk,xruk
嶩	n	av	0	nau0
嶪	g	im	3	giap
嶫		im	3	
嶬	g	rj	0	
嶭	g	in	3	gat,get
嶮	x	im	1	xiem1,giem1
嶯	ṯ	rm	3	
嶰	h	aj	1	xre1
嶱	k	on	3	
嶲	ꝁv	i	0	sye1
嶲	z	uj	1	sye1
嶳	d	ej	2	
嶴	q	ov	2	
嶴	q	av	2	
嶵	ţ	wj	1	
嶶	m	ej	0	
嶷	g	ig	3	gi0,gik
嶷	g	i	0	gi0,gik
嶸	hv	ig	0	yeg0,xrueg0
嶹	t	ov	1	
嶺	l	ig	1	lieg1
嶺	l	eg	1	lieg1
嶻	ţ	in	3	
嶼	ḑ	wj	2	zio1
嶼		y	1	zio1
嶼		y	0	zio1
嶽	g	og	3	gruk
嶾	qj	rn	1	qion1
嶿	s	wj	0	
巀	ţ	in	3	ḑat,ḑet
巁	l	rj	2	lied0
巂	ꝁv	i	0	
巂	z	wj	1	
巃	l	ug	0	lug0,lug1
巄	l	ug	0	
巆	v	ig	0	
巇	x	i	0	xie0
巈	k	ug	3	kiuk
巉	dj	am	0	ḑram0,ḑram1
巊	q	ig	1	qeg1
巋	ꝁv	i	0	ꝁyi0,ꝁyi1
巍	g	rj	0	gyoi0
巎	n	av	0	nau0
巏	c	yn	0	
巐	ŧj	iv	1	ŧrieu1
巑	ḑ	yn	0	ḑuan0
巒	l	yn	0	luan0
巒	t	in	0	luan0
巔	t	in	0	ten0
巕		in	3	
巖	g	am	0	gram0
巗	g	am	0	
巘	qg	in	1	gian1,gien1
巘	g	in	1	gian1,gien1
巙	n	av	0	
巚	q	in	1	
巛	ŧj	yn	0	ꝁuon0
巛	ꝁv	rn	0	ꝁuon0
巜	ꝁ	uj	1	kuad0
川	ŧj	yn	0	ṯjyen0
州	tj	rv	0	ţju0
巟	xv	og	0	xuag0
巠	k	ig	0	keg0
巡	ḑ	on	0	zyn0
巢	dj	av	0	ḑrau0,ḑrau2
巤	l	im	3	liep
工	k	ug	0	kug0
左	ţ	o	1	ţa1,ţa2
巧	ꝁ	av	1	ꝁrau1,ꝁrau2
巧	ꝁ	iv	1	ꝁrau1,ꝁrau2
巨	c	y	2	ţio1
巪	c	y	2	
巫	m	ov	0	myo0
巬	k	ej	0	
巭	k	ug	0	
差	ŧj	a	0	ṯrie0,ṯre0,ṯrai0,ṯra0,ṯre2
差	ŧj	aj	0	ṯrie0,ṯre0,ṯrai0,ṯra0,ṯre2
差	ŧj	i	0	ṯrie0,ṯre0,ṯrai0,ṯra0,ṯre2
巰	c	rv	0	
己	k	i	1	ki1
己	k	i	0	ki1
已		i	1	
巳	ḑ	i	2	ji1,zi1,ji2
巴	p	a	0	pra0
巴	p	a	1	pra0
巵	tj	i	0	ţje0
巶	ṯ	iv	0	
巷	h	og	2	xrug2
巷	x	og	1	xrug2
巸		i	0	ji0
巹	k	rn	1	kion1
巺	s	on	2	
巼	p	a	0	
巽	s	on	2	suon2
巾	k	rn	0	kin0
巿	pv	rn	3	pyot
帀	ţ	am	3	ţop
市	zj	i	1	ḑji1
市	sj	i	1	ḑji1
布	p	ov	2	po2
帄	t	ig	0	
帆	bhv	an	0	byam0,byam2
帇	n	im	3	nriep
帉	pv	rn	0	
帊	ꝑ	a	2	ꝑra2
帋	tj	i	1	ţje1
希	x	i	0	xioi0
帍	hv	u	2	xo1
帎	t	am	2	
帑	ŧ	og	1	no0,ŧag1
帑	n	ov	0	no0,ŧag1
帒	d	oj	2	dai2
帓	m	rn	3	mrat
帔	ꝑ	i	2	ꝑie0,ꝑie2
帔	ꝑ	i	0	ꝑie0,ꝑie2
帕	ꝑ	ag	3	mrat
帕	m	rg	3	mrat
帖	ŧ	im	3	ŧep
帗	pv	rn	3	pyot,puat
帘	l	im	0	ḑrin0,liem0
帙	d	in	3	drit
帚	tj	rv	1	ţju1
帚	tj	av	1	ţju1
帛	b	ag	3	brak
帝	t	rj	2	te2
帞	m	rg	3	mrak
帟		ig	3	jek
帠		in	3	
帡	b	ig	0	
帢	ꝁ	rm	3	ꝁrep
帣	k	yn	2	kyen2
帤		y	0	nrio0
帥	sj	uj	2	sryi2,sryt
帥	sj	on	3	sryi2,sryt
帨	s	uj	2	ṯyed0,sjyed0
帩	ṯ	iv	2	ṯieu2
帪	tj	rn	0	ţjin0
師	sj	i	0	srii0
帬	cv	rn	0	ţyon0
席	ḑ	ig	3	ziek
席	ḑ	eg	3	ziek
帲	b	ig	0	
帳	tj	wg	2	triag2
帳	tj	wg	1	triag2
帴	ţ	in	1	ḑan0,ţen0,ţien1,san2,sret
帴	ţ	in	0	ḑan0,ţen0,ţien1,san2,sret
帵	qv	un	0	quan0
帵	q	yn	1	quan0
帶	t	aj	2	tad0
帶	t	aj	1	tad0
帷	hv	i	0	yi0
常	zj	wg	0	ḑjag0
帹	sj	am	3	srap
帺	c	i	0	ţi2
帽	m	ov	2	mau2
帾	t	ov	1	to1
帿	h	rv	0	xu0
幀	ţ	ig	2	
幁	s	wj	0	
幂	m	ig	3	
幃	hv	i	0	yoi0
幄	q	rg	3	qruk
幄	q	ag	3	qruk
幅	pv	ug	3	piuk,pik
幆	q	rj	2	
幇	p	og	0	
幈	b	ig	0	
幉		im	3	
幊	k	ug	0	
幋	b	un	0	buan0
幌	pv	og	1	xuag1
幍	ŧ	ov	0	ŧau0
幎	m	ig	3	mek
幏	k	a	2	kra0,kra2
幐	d	rg	0	dog0,dog2
幑	xv	i	0	xyoi0
幒	ţ	ug	0	
幓	s	am	0	
幔	m	an	2	muan2
幕	m	og	3	mak
幖	p	iv	0	pjeu0
幗	kv	og	3	kuai2,kruek
幘	tj	ig	3	ţrek
幘	tj	ag	3	ţrek
幙	m	og	3	
幚	p	og	0	
幛	ţ	wg	2	
幜	k	ig	1	
幝	ŧj	in	1	ṯjen1
幞	bv	ug	3	byuk
幞	b	ug	3	byuk
幟	ŧj	i	2	sji2,ṯji2
幠	xv	u	0	xo0
幡	ꝑv	an	0	ꝑyan0
幢	dj	og	0	drug0,drug2
幢	dj	og	2	drug0,drug2
幢	d	og	0	drug0,drug2
幣	b	rj	2	bjed0
幤	b	rj	2	
幥	ţ	wg	1	
幦	m	ig	3	mek
幧	ṯ	iv	0	ṯieu0,ṯau0
幨	ŧj	im	0	ṯjem0,ṯjem2
幨	tj	im	0	ṯjem0,ṯjem2
幨	ŧj	im	2	ṯjem0,ṯjem2
幩	bhv	rn	0	
幪	m	ug	0	mug0
幫	p	og	0	pag0
幬	dj	rv	0	driu0,dau2
幬	d	ov	2	driu0,dau2
幬	d	ov	0	driu0,dau2
幭	m	in	3	met
幮	dj	y	0	dryo0
幮	dj	wj	0	dryo0
幯	ţ	in	3	ţet
幰	x	in	1	xian1
幱	l	an	0	lan0
干	k	on	0	kan0
干	k	on	2	kan0
平	b	ig	0	bjen0,bieg0
平	b	eg	0	bjen0,bieg0
年	n	in	0	nen0
幵	x	in	0	ken0
并	b	ig	2	pjeg0,pjeg2
并	p	ig	2	pjeg0,pjeg2
并	ꝑ	ig	2	pjeg0,pjeg2
